LONGITUDE_DECIMAL,LATITUDE_DECIMAL,OBJECTID,ID,MJESTO,LOKACIJA,ID_NADR,RANG,TIP_KOMUTA,IME,SMB,TIPSMB,LISTA,URL,N2,DIREKCIJA,OPCINA,ID_OPCINA,IME_OPCINA,MJESEC_PUS,GOD_PUSTANJA,ID_ERC,VERZIJA,TIP_PROCES,TEHNICKI_P,KLASA_TACNOSTI,NAPOMENA,SAP_TPLNR,POINT_X,POINT_Y,LONGITUDE,LATITUDE,GIS_ID,NAZIV_CENTRALE,FUNKCIJSKA_LOKACIJA,SAP_BIHNET,NAZIV_RAZDJELNIKA,NAZIV_LOKACIJE,NAZIV_UREDJAJA,NAZIV_CVORA,FIZ_NAZIV_UREDJAJA_EM,RUTER,NAZIV_RUTERA,IP_ADRESA,OPIS,POTS,ISDNBA,ISDNPRA,INST_USKP,V52,POTSUK,WLLUK,CLLUK,ISDNBAUK,ISDNPRAUK,ISKOR_USKP,XDSL,ADSL_POTS,ADSL_ISDN,ADSL2PLUS_POTS,ADS2PLUS_ISDN,ADSL2_POTS,ADSL2_ISDN,SHDSL,VSDL2,GPON_VIRTPORT,GPON_SPLITT,FTTH,INSTALIRANO_UKUPNO,ADSL,IPTV,VOIP,VOIP_GEOGRAFSKI,IPCENT,ADSL_PORT,SHDSL_PORT,FTTHPTP_PORT,GPONSPLITT_PORT,VDSL2_PORT,UKLJUCENO_UKUPNO,SE_ANNO_CAD_DATA
,,86877.0,7450,Mala Kladusa,,,,DSLAM,"7450-, DSLAM",14,,"Mala Kladusa-7450, DSLAM",,1,Bihaa,b8,11118,Velika Kladuša,5,2022,,,,,0, ,037MK1,6331923.1648,5000965.9058,,,7450,,BI-PRI-MKLA-D7450,037MK1,FTTE/CO,VELIKA KLADUŠA,,,MALA_KLADUSA_1,MK1,NOKIA MALA KLADUSA,10 11 12 145,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,0.0,576.0,532.0,238.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,544.0,544.0,
,,91680.0,7485,Glavica  (D.Vidovska ),,,,DSLAM,"7485-, DSLAM",14,,"Glavica  (D.Vidovska )-7485, DSLAM",,1,Bihaa,b8,11118,Velika Kladuša,8,2023,,,,,0, ,037GLA1,6329700.1633,5001940.2944,,,7485,,BI-PRI-GLAV-D7485,037GLA1,FTTC,VELIKA KLADUŠA,,,GLAVICA_1,GLA1,NOKIA GLAVICA,10 11 12 189,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,144.0,111.0,38.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,112.0,112.0,
,,86874.0,7447,Donja Vidovska,,,,DSLAM,"7447-, DSLAM",14,,"Donja Vidovska-7447, DSLAM",,1,Bihaa,b8,11118,Velika Kladuša,5,2022,,,,,0, ,037DV2,6328022.2458,5000802.2076,,,7447,,BI-PRI-VSKA-D7447,037DV2,FTTE/CO,VELIKA KLADUŠA,,,DONJA_VIDOVSKA_2,DV2,NOKIA DONJA VIDOVSKA,10 11 12 144,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0,0.0,0.0,504.0,354.0,109.0,0.0,137.0,1.0,0.0,0.0,0.0,0.0,359.0,359.0,
,,86880.0,7452,Sumatac,,,,MSAN,"7452-, MSAN",13,,"Sumatac-7452, MSAN",,1,Bihaa,b8,11118,Velika Kladuša,5,2022,,,,,0, ,037SUM1,6331798.7207,4996982.8593,,,7452,,BI-PRI-SMTC-M7452,037SUM1,FTTE/CO,VELIKA KLADUŠA,,,SUMATAC_1,SUM1,NOKIA SUMATAC,10 11 12 150,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,0.0,576.0,508.0,159.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,511.0,511.0,
,,96789.0,7518,BUZIM,,,,DSLAM,"7518-, DSLAM",14,,"BUZIM-7518, DSLAM",,1,Bihaa,b4,11240,Bužim,3,2026,,,,,0, ,037BUZ,,,,,7518,,BI-PRI-BUZM-D7518,037BUZ,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,624.0,,,,,,,,,,,,
16.03686333,45.06168,18.0,7018,Buzim,BUM,,KC,RDLU,"7018-BUM, RDLU",5,,"Buzim-7018, RDLU",,1,Bihaa,b4,11240,Bužim,,2003,1,ABS 70 U 1,,,1,2m  u objektu,037010,6345413.2318,4992669.0512,"E16° 2' 12,708""","N45° 3' 42,048""",7018,RDLU BUŽIM,,,PM BUŽIM,,,,,,,   ,,656.0,48.0,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16.03686333,45.06168,11206.0,7102,Buzim,BUM,,,DSLAM,"7102-BUM, DSLAM",14,,"Buzim-7102, DSLAM",,1,Bihaa,b4,11240,Bužim,5,2008,,,,,1, ,03719,6345413.2318,4992669.0512,"E16° 2' 12,708""","N45° 3' 42,048""",7102,,BI-PRI-BUZM-D7102,03719,FTTE/CO,BUZIM,,,BUZIM_1,19,ISAM_BUZIM,10 100 2 142,ALCATEL ISAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,708.0,525.0,322.0,0.0,188.0,0.0,550.0,0.0,0.0,0.0,0.0,550.0,
16.03686333,45.06168,32678.0,7248,Buzim,,,KC,MSAN,"7248-, MSAN",13,,"Buzim-7248, MSAN",,1,Bihaa,b4,11240,Bužim,2,2014,,,,,1, ,037BUZS,6345413.2318,4992669.0512,"E16° 2' 12,708""","N45° 3' 42,048""",7248,,BI-PRI-BUZM-D7248,037BUZS,FTTE/CO,BUZIM,,,BUZIM_2,BUZS,BUZIM ALCATEL,10 11 12 43,ALCATEL ISAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,336.0,0.0,0.0,0.0,360.0,316.0,153.0,0.0,111.0,1.0,0.0,3.0,0.0,0.0,320.0,323.0,
,,87841.0,7463,Elkasova Rijeka_1,,,,DSLAM,"7463-, DSLAM",14,,"Elkasova Rijeka_1-7463, DSLAM",,1,Bihaa,b4,11240,Bužim,8,2022,,,,,0, ,037ER1,6342504.1462,4991020.9312,,,7463,,BI-PRI-ELKA-D7463,037ER1,FTTE/CO,BUZIM,,,ELKASOVA_RIJEKA_1,ER1,NOKIA ELKASOVARIJEKA,10 11 12 173,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,288.0,215.0,80.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,
15.96056306,45.04168583,401.0,7069,Ljubijankici,LJI,,KC,RDLU,"7069-LJI, RDLU",5,,"Ljubijankici-7069, RDLU",,1,Bihaa,,10227,Cazin,12,2004,,,,,1,2m sa coska,0370028,6339349.002,4990596.1157,"E15° 57' 38,027""","N45° 2' 30,069""",7069,RDLU LJUBIJANKIĆI,,,,,,,,,,,,272.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,88469.0,7467,Ljubijankici_1,,,,DSLAM,"7467-, DSLAM",14,,"Ljubijankici_1-7467, DSLAM",,1,Bihaa,b5,10227,Cazin,8,2022,,,,,0, ,037LJU1,6339385.8613,4990581.0303,,,7467,,BI-PRI-LJBJ-D7467,037LJU1,FTTE/CO,CAZIN,,,LJUBIJANKICI_1,LJU1,NOKIA LJUBIJANKICI,10 11 12 175,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,288.0,256.0,74.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,262.0,262.0,
15.90221167,45.05493278,43.0,7044,Pecigrad,PED,,KC,RDLU,"7044-PED, RDLU",5,,"Pecigrad-7044, RDLU",,1,Bihaa,b5,10227,Cazin,,2003,1,,,,1,2m u objektu,037024,6334790.6897,4992185.4748,"E15° 54' 7,962""","N45° 3' 17,758""",7044,RDLU PEĆIGRAD,,,,,,,,,,,,624.0,16.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15.90221167,45.05493278,18569.0,7163,Pecigrad,PEC,,KC,DSLAM,"7163-PEC, DSLAM",14,,"Pecigrad-7163, DSLAM",,1,Bihaa,b5,10227,Cazin,5,2010,,,,,1, ,037PEC,6334790.6897,4992185.4748,"E15° 54' 7,962""","N45° 3' 17,758""",7163,,BI-PRI-PECG-D7163,037PEC,FTTE/CO,SKOKOVI_CAZIN,,,PECIGRAD_1,PEC,PECIGRAD,10 100 2 152,ALCATEL ISAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,456.0,304.0,109.0,0.0,86.0,0.0,231.0,0.0,0.0,0.0,79.0,310.0,
,,84649.0,7444,Sturlic - sturlicka Platnica_1,,,,MSAN,"7444-, MSAN",13,,"Sturlic - sturlicka Platnica_1-7444, MSAN",,1,Bihaa,b5,10227,Cazin,2,2022,,,,,0, ,037SP1,6328684.5376,4991094.0853,,,7444,,BI-PRI-STUR-M7444,037SP1,FTTC,CAZIN,,,STURLICKA_PLATNICA_1,SP1,NOKIA STURLICKA P,10 11 12 142,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,192.0,144.0,34.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,
,,93915.0,7505,Cajici_2 - Liskovac,,,,DSLAM,"7505-, DSLAM",14,,"Cajici_2 - Liskovac-7505, DSLAM",,1,Bihaa,b5,10227,Cazin,,2024,,,,,0, ,037CAJ2,,,,,7505,,BI-PRI-CAJI-D7505,037CAJ2,FTTE/CO,CAZIN,,,CAJICI_2,CAJ2,FTTC NOKIA CAJICI,10 11 12 194,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,144.0,53.0,17.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,
,,85918.0,7446,cajici_1 - Liskovac,,,,MSAN,"7446-, MSAN",13,,"cajici_1 - Liskovac-7446, MSAN",,1,Bihaa,,10227,Cazin,3,2022,,,,,0, ,037CAJ1,6332755.7542,4989368.5112,,,7446,,BI-PRI-CAJI-M7446,037CAJ1,FTTC,SKOKOVI_CAZIN,,,CAJICI_1,CAJ1,FTTC NOKIA CAJICI,10 11 12 141,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,144.0,102.0,19.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,
,,87840.0,7462,Donja Koprivna_1,,,,DSLAM,"7462-, DSLAM",14,,"Donja Koprivna_1-7462, DSLAM",,1,Bihaa,b5,10227,Cazin,8,2022,,,,,0, ,037DK1,6341334.7894,4985365.3277,,,7462,,BI-PRI-KOPR-D7462,037DK1,FTTE/CO,CAZIN,,,DONJA_KOPRIVNA_1,DK1,NOKIA DONJA KOPRIVNA,10 11 12 172,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0,0.0,0.0,504.0,472.0,225.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,480.0,480.0,
,,89120.0,7482,Konjodor_1,,,,MSAN,"7482-, MSAN",13,,"Konjodor_1-7482, MSAN",,1,Bihaa,b4,11240,Bužim,9,2022,,,,,0, ,037KO1,6345019.6768,4986555.9837,,,7482,,BI-PRI-KONJ-M7482,037KO1,FTTE/CO,CAZIN,,,KONJODOR_1,KO1,NOKIA KONJODOR,10 11 12 162,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,432.0,410.0,161.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,413.0,413.0,
16.03375167,45.00663694,293.0,7058,Konjodor,KOR,,KC,RDLU,"7058-KOR, RDLU",5,,"Konjodor-7058, RDLU",,1,Bihaa,,11240,Bužim,,2003,1,,,,1,2m u objektu,037041,6345019.6653,4986559.2257,"E16° 2' 1,506""","N45° 0' 23,893""",7058, RDLU KONJODOR,,,,,,,,,,,,256.0,16.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16.09874861,45.01995528,250.0,7051,Cava,EAA,,KC,RDLU,"7051-EAA, RDLU",5,,"Cava-7051, RDLU",,1,Bihaa,b4,11240,Bužim,8,2002,1,,,,1,4m uobbjektu,037059,6350177.4841,4987916.6618,"E16° 5' 55,495""","N45° 1' 11,839""",7051,RDLU ČAVA,,,,,,,,,,,,160.0,16.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16.09874861,45.01995528,18572.0,7166,Cava,CAV,,KC,DSLAM,"7166-CAV, DSLAM",14,,"Cava-7166, DSLAM",,1,Bihaa,b4,11240,Bužim,5,2010,,,,,1, ,037CAV,6350177.4841,4987916.6618,"E16° 5' 55,495""","N45° 1' 11,839""",7166,,BI-PRI-CAVA-D7166,037CAV,FTTE/CO,BUZIM,,,CAVA_1,CAV,CAVA,10 100 2 172,ALCATEL ISAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,336.0,292.0,121.0,0.0,67.0,0.0,189.0,0.0,0.0,0.0,113.0,302.0,
16.09874861,45.01995528,43931.0,7339,CAVA_2 (FDREM),CAV,,KC,DSLAM,"7339-CAV, DSLAM",14,,"CAVA_2 (FDREM)-7339, DSLAM",,1,Bihaa,b4,11240,Bužim,3,2016,,,,,1, ,037CAV02,6350177.4841,4987916.6618,"E16° 5' 55,495""","N45° 1' 11,839""",7339,,BI-PRI-CAVA-D7339,037CAV02,FTTE/CO,BUZIM,,,Cava_2,CAV02,CAVA_2,10 11 12 73,ALCATEL ISAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,96.0,90.0,32.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,
,,86882.0,7454,Trzacka Rastela -  Pjanici,,,,MSAN,"7454-, MSAN",13,,"Trzacka Rastela -  Pjanici-7454, MSAN",,1,Bihaa,b5,10227,Cazin,5,2022,,,,,0, ,037PJ1,6327690.1861,4983675.6921,,,7454,,BI-PRI-TRZA-M7454,037PJ1,FTTE/CO,CAZIN,,,PJANICI_1,PJ1,NOKIA PJANICI,10 11 12 147,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,0.0,576.0,503.0,252.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,518.0,518.0,
15.81450417,44.97663111,45.0,7046,Trzacka Rastela,TRA,7000,KC,RDLU,"7046-TRA, RDLU",5,,"Trzacka Rastela-7046, RDLU",,1,Bihaa,b5,10227,Cazin,,2003,1,,,,1,u objektu 3m,037029,6327648.5485,4983668.2795,"E15° 48' 52,215""","N44° 58' 35,872""",7046,RDLU TRŽAČKA RAŠTELA,,,,,,,,,,,,1168.0,16.0,0.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,93277.0,7498,Slatina - Puskari,,,,DSLAM,"7498-, DSLAM",14,,"Slatina - Puskari-7498, DSLAM",,1,Bihaa,b5,10227,Cazin,3,2024,,,,,0, ,037PU1,6335590.9786,4981409.7094,,,7498,,BI-PRI-SLAT-D7498,037PU1,FTTE/CO,CAZIN,,,PUSKARI_1,PU1,NOKIA PUSKARI,10 11 12 190,ALCATEL ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,288.0,208.0,141.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,232.0,232.0,
,,83677.0,8090,Slatina,SLAT,,KC,DSLAM,"8090-SLAT, DSLAM",14,,"Slatina-8090, DSLAM",,1,Tuzla,t13,11088,Tuzla,12,2021,868,,,,0, ,035868,6335016.8728,4981380.931,,,8090,,TU-PRI-SLAT-D8090,035868,FTTH,TUZLA,,,HW_Slatina,868,HUAWEI SLATINA,10 11 160 8,HUAWEI DSLAM MA5800-X7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,110.0,174.0,90.0,58.0,0.0,4.0,0.0,0.0,0.0,67.0,25.0,0.0,92.0,
,,80791.0,7430,Slatina,,,,DSLAM,"7430-, DSLAM",14,,"Slatina-7430, DSLAM",,1,Bihaa,b5,10227,Cazin,9,2021,,,,,0, ,037SL1,6335238.1942,4981531.5949,,,7430,,BI-PRI-SLAT-D7430,037SL1,FTTE/CO,CAZIN,,,SLATINA_BI_1,SL1,NOKIA SLATINA,10 11 12 132,ALCATEL ISAM 7302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,0.0,0.0,648.0,378.0,237.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,390.0,390.0,
,,80798.0,7437,Gnjilavac,,,,DSLAM,"7437-, DSLAM",14,,"Gnjilavac-7437, DSLAM",,1,Bihaa,b5,10227,Cazin,9,2021,,,,,0, ,037GNJ1,6340052.7035,4981335.9158,,,7437,,BI-PRI-GNJC-D7437,037GNJ1,FTTE/CO,CAZIN,,,GNJILAVAC_1,GNJ1,NOKIA GNJILAVAC,10 11 12 134,ALCATEL ISAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,432.0,376.0,245.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,390.0,390.0,
,,94556.0,7411,Podgredina 3,,,,MSAN,"7411-, MSAN",13,,"Podgredina 3-7411, MSAN",,1,Bihaa,b5,10227,Cazin,4,2021,,,,,3, ,037POD3,,,,,7411,,BI-PRI-PGR3-M7411,037POD3,FTTC,STIJENA,,,PODGREDINA_3,POD3,NOKIA PODGREDINA 3,10 11 12 123,NOKIA DSLAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,96.0,27.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,
,,96482.0,7516,PISTALINE_2,,,,DSLAM,"7516-, DSLAM",14,,"PISTALINE_2-7516, DSLAM",,1,Bihaa,b2,10090,Bosanska Krupa,3,2026,,,,,0, ,037PIST2,,,,,7516,,BI-PRI-PIST-D7516,037PIST2,FTTE/CO,STIJENA,,,PISTALINE_2,PIST2,PISTALINE NOKIA,10 11 12 15,7330 ISAM FTTN IHUB R6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,288.0,233.0,125.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,240.0,240.0,
,,88475.0,7473,Ljusina_2,,,,DSLAM,"7473-, DSLAM",14,,"Ljusina_2-7473, DSLAM",,1,Bihaa,b2,10090,Bosanska Krupa,8,2022,,,,,0, ,037LJUS2,6353914.1265,4979776.6678,,,7473,,BI-PRI-LJUS-D7473,037LJUS2,FTTE/CO,BOSANSKA KRUPA,,,LJUSINA_2,LJUS2,NOKIA LJUSINA_2,10 11 12 170,NOKIA 7302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,384.0,305.0,108.0,0.0,45.0,0.0,23.0,0.0,0.0,0.0,290.0,313.0,
16.16908583,44.984545,15042.0,7159,Bastra,BAA,1003,KC,MSAN,"7159-BAA, MSAN",13,,"Bastra-7159, MSAN",,1,Bihaa,b2,10090,Bosanska Krupa,12,2009,,,,,1, ,0370404,6355631.2725,4983854.5684,"E16° 10' 8,709""","N44° 59' 4,362""",7159,,BI-PRI-BAST-M7159,03766,FTTE/CO,BOSANSKA KRUPA,,,Bastra,66,MSAN BASTRA,10 11 214 27,MSAN NSN SIEMENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,312.0,256.0,174.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,265.0,265.0,
,,93275.0,7496,Ivanjska,,,,DSLAM,"7496-, DSLAM",14,,"Ivanjska-7496, DSLAM",,1,Bihaa,b2,10090,Bosanska Krupa,3,2024,,,,,0, ,037IVANJ,6361723.0776,4983946.4625,,,7496,,BI-PRI-IVKA-D7496,037IVANJ,FTTE/CO,BOSANSKA KRUPA,,,Ivanjska,IVANJ,MSAN IVANJSKA,10 11 214 8,MSAN NSN SIEMENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,48.0,43.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,
16.24626444,44.98658417,7041.0,7096,Ivanjska,IVA,7000,KC,RDLU,"7096-IVA, RDLU",5,,"Ivanjska-7096, RDLU",,1,Bihaa,,11428,Bosanska Krupa,2,2009,,,,,1, ,0370402,6361721.7615,4983946.5038,"E16° 14' 46,552""","N44° 59' 11,703""",7096,MSAN IVANJSKA,,,,,,,,,,,,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,96481.0,7515,VIKICI_2,,,,DSLAM,"7515-, DSLAM",14,,"VIKICI_2-7515, DSLAM",,1,Bihaa,b1,10049,Bihaa,3,2026,,,,,0, ,037VIK2,,,,,7515,,BI-PRI-VIKI-D7515,037VIK2,FTTE/CO,KAMENICA_BIHAC,,,VIKICI_2,VIK2,NOKIA VIKICI 2,10 11 12 197,NOKIA ISAM 7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,336.0,320.0,203.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,277.0,277.0,
17.28756278,44.26977694,64.0,5015,Vinac,VNC,5011,KC,RDLU,"5015-VNC, RDLU",5,,"Vinac-5015, RDLU",,0,Travnik,j7,10430,Jajce,,2003,6,,,,, ,03000014,6443130.201,4903058.941,"E17° 17' 15,226""","N44° 16' 11,197""",5015,RDLU VINAC,,,PM Vinac,,,,,,,   ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18.44891,44.61253778,97.0,4031,Gnojnica,GNO,,KC,RSS,"4031-GNO, RSS",5,,"Gnojnica-4031, RSS",,0,Tuzla,t9,10600,Lukavac,,1999,3,Lokal 6,,,, ,035102,6535625.0,4940990.0,"E18° 26' 56,076""","N44° 36' 45,136""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.81678111,44.73603139,154.0,4086,Ratkovici,RAT,4005,KC,ASM,"4086-RAT, ASM",7,,"Ratkovici-4086, ASM",,0,Tuzla,t3,11231,Eelia,2,2005,3,,,,, ,035074,6564681.3588,4954936.8896,"E18° 49' 0,412""","N44° 44' 9,713""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.88012417,44.44158917,169.0,4102,Kalesija,KAL,,KC,RSS,"4102-KAL, RSS",3,,"Kalesija-4102, RSS",,0,Tuzla,t7,10456,Kalesija,,1999,3,Lokal 6,APZ 212 25,,, ,035013,6570050.326,4922276.5018,"E18° 52' 48,447""","N44° 26' 29,721""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.93428861,44.42629806,171.0,4104,Memici,MEM,,KC,RSS,"4104-MEM, RSS",5,,"Memici-4104, RSS",,0,Tuzla,t7,10456,Kalesija,,1999,3,,,,, ,035107,6574380.7477,4920625.4896,"E18° 56' 3,439""","N44° 25' 34,673""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
